in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-312.78197,-160.77711,838.82735,-160.77711,838.82735,557.96981,-312.78197,557.96981,-312.78197,-160.77711,838.82735,-160.77711,838.82735,557.96981,-312.78197,557.96981
TABLE,-70,-45,70,-45,70,45,-70,45,640.3425903320312,-14.578506469726577,640.3425903320312,125.42149353027342,550.3425903320312,125.42149353027345,550.3425903320312,-14.578506469726548
STORAGE_FURNITURE,-50,-17.5,50,-17.5,50,17.5,-50,17.5,833.62841796875,324.25982666015625,733.62841796875,324.25982666015625,733.62841796875,289.25982666015625,833.62841796875,289.25982666015625
DECORATION,-30,-1.5,30,-1.5,30,1.5,-30,1.5,446.8172302246094,-41.74909210205078,446.8172302246094,-101.74909210205078,449.8172302246094,-101.74909210205078,449.8172302246094,-41.74909210205078
STORAGE_FURNITURE,-62.5,-22.5,62.5,-22.5,62.5,22.5,-62.5,22.5,356.5101013183594,441.31817626953125,356.5101013183594,316.31817626953125,401.5101013183594,316.31817626953125,401.5101013183594,441.31817626953125
STORAGE_FURNITURE,-80,-25,80,-25,80,25,-80,25,838.8173828125,365.21759033203125,838.8173828125,525.2175903320312,788.8173828125,525.2175903320312,788.8173828125,365.21759033203125
SOFA,-78.6,-29.55,78.6,-29.55,78.6,29.55,-78.6,29.55,585.3966186523437,307.319921875,585.3966186523438,464.51992187499997,526.2966186523438,464.519921875,526.2966186523437,307.31992187500003
VEGETATION,-34.4,-37.05,34.4,-37.05,34.4,37.05,-34.4,37.05,356.5101196289063,543.8397583007812,356.51011962890624,475.0397583007813,430.6101196289062,475.0397583007812,430.61011962890626,543.8397583007812
