in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,240.60497,-195.94208,690.60247,-195.94208,690.60247,314.05792,240.60497,314.05792,240.60497,-195.94208,690.60247,-195.94208,690.60247,314.05792,240.60497,314.05792
SOFA,-91,-45,91,-45,91,45,-91,45,690.5924682617188,313.0517883300781,508.59246826171875,313.0517883300781,508.59246826171875,223.05178833007812,690.5924682617188,223.05178833007812
STORAGE_FURNITURE,-90,-22.5,90,-22.5,90,22.5,-90,22.5,510.59747314453125,-22.933528423309326,690.5974731445312,-22.933528423309326,690.5974731445312,22.066471576690674,510.59747314453125,22.066471576690674
TABLE,-70,-35,70,-35,70,35,-70,35,417.10223388671875,-22.93207931518556,417.10223388671875,117.06792068481444,347.10223388671875,117.06792068481447,347.10223388671875,-22.932079315185533
SEATING,-26.55,-26.05,26.55,-26.05,26.55,26.05,-26.55,26.05,469.2122314453125,-5.981047439575203,469.2122314453125,47.1189525604248,417.1122314453125,47.118952560424816,417.1122314453125,-5.981047439575189
SEATING,-26.55,-26.05,26.55,-26.05,26.55,26.05,-26.55,26.05,469.2122314453125,47.11895256042477,469.2122314453125,100.21895256042478,417.1122314453125,100.2189525604248,417.1122314453125,47.11895256042479
SEATING,-26.55,-26.05,26.55,-26.05,26.55,26.05,-26.55,26.05,411.8616149902344,169.17791442871095,358.76161499023436,169.17791442871095,358.76161499023436,117.07791442871093,411.8616149902344,117.07791442871094
STORAGE_FURNITURE,-81.5,-20,81.5,-20,81.5,20,-81.5,20,413.61248779296875,314.05792236328125,250.61248779296875,314.05792236328125,250.61248779296875,274.05792236328125,413.61248779296875,274.05792236328125
TABLE,-49.85,-49.85,49.85,-49.85,49.85,49.85,-49.85,49.85,565.5798706054687,87.621435546875,665.2798706054688,87.621435546875,665.2798706054688,187.321435546875,565.5798706054687,187.321435546875
