in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-586.77763,-511.32309,120.22237,-511.32309,120.22237,288.67691,-586.77763,288.67691,-586.77763,-511.32309,120.22237,-511.32309,120.22237,288.67691,-586.77763,288.67691
SEATING,-47,-27.2,47,-27.2,47,27.2,-47,27.2,-407.703125,-418.138720703125,-313.703125,-418.138720703125,-313.703125,-363.738720703125,-407.703125,-363.738720703125
SEATING,-47,-27.2,47,-27.2,47,27.2,-47,27.2,-318.77694158085734,-204.3468330934818,-412.6286615925341,-199.06908254520604,-415.68301935664266,-253.3832694455807,-321.8312993449659,-258.6610199938565
SEATING,-47,-27.2,47,-27.2,47,27.2,-47,27.2,-474.1127502441406,-270.2729797363281,-474.11275024414067,-364.2729797363281,-419.71275024414064,-364.2729797363281,-419.7127502441406,-270.2729797363281
SEATING,-47,-27.2,47,-27.2,47,27.2,-47,27.2,-254.91364625072615,-360.45859285119536,-259.0296055535103,-266.5487484310398,-313.3774304094301,-268.9307504105234,-309.26147110664596,-362.8405948306789
SOFA,-64.75,-39.8,64.75,-39.8,64.75,39.8,-64.75,39.8,-71.37733458640675,288.6669128282615,-200.87733458640673,288.66691285533227,-200.8773346030464,209.06691285533225,-71.37733460304638,209.0669128282615
SEATING,-34,-33.5,34,-33.5,34,33.5,-34,33.5,-395.86567000769935,5.805835431536025,-357.111223704894,61.681526852430096,-412.16521378136315,99.86605482725304,-450.9196600841685,43.990363406358966
TABLE,-60,-60,60,-60,60,60,-60,60,-417.06768798828125,-367.4789733886719,-297.06768798828125,-367.4789733886719,-297.06768798828125,-247.47897338867188,-417.06768798828125,-247.47897338867188
TABLE,-34.55,-36.65,34.55,-36.65,34.55,36.65,-34.55,36.65,-166.6754577636719,103.82654724121093,-97.57545776367188,103.82654724121093,-97.57545776367188,177.12654724121094,-166.6754577636719,177.12654724121094
STORAGE_FURNITURE,-80,-22.5,80,-22.5,80,22.5,-80,22.5,-586.7676391601562,-265.9071350097656,-586.7676391601562,-425.9071350097656,-541.7676391601562,-425.9071350097656,-541.7676391601562,-265.9071350097656
STORAGE_FURNITURE,-55,-26.4,55,-26.4,55,26.4,-55,26.4,-84.07339477539062,-100.78711853027343,-194.07339477539062,-100.78711853027345,-194.07339477539062,-153.58711853027344,-84.07339477539062,-153.58711853027341
SEATING,-34,-33.5,34,-33.5,34,33.5,-34,33.5,-331.536674008154,146.4208865241818,-369.1828832320005,203.04917389961264,-424.9784016754397,165.95658539964631,-387.33219245159324,109.32829802421547
