in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-171.33581,-498.12255,564.67832,-498.12255,564.67832,171.26481,-171.33581,171.26481,-171.33581,-498.12255,564.67832,-498.12255,564.67832,171.26481,-171.33581,171.26481
SOFA,-91,-45,91,-45,91,45,-91,45,336.4830932617188,-51.389438629150376,336.4830932617187,130.6105613708496,246.48309326171872,130.6105613708496,246.48309326171878,-51.389438629150405
SOFA,-91,-45,91,-45,91,45,-91,45,5.908599853515625,-132.92567443847656,187.90859985351562,-132.92567443847656,187.90859985351562,-42.92567443847656,5.908599853515625,-42.92567443847656
TABLE,-129.8,-44.75,129.8,-44.75,129.8,44.75,-129.8,44.75,26.53204650878905,-310.76055908203125,286.1320465087891,-310.76055908203125,286.1320465087891,-221.26055908203125,26.53204650878905,-221.26055908203125
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,31.62715301513672,-367.67055053710936,79.92715301513672,-367.67055053710936,79.92715301513672,-310.7705505371094,31.62715301513672,-310.7705505371094
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,94.47521362304687,-367.67055053710936,142.77521362304688,-367.67055053710936,142.77521362304688,-310.7705505371094,94.47521362304687,-310.7705505371094
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,162.1692901611328,-367.67055053710936,210.46929016113282,-367.67055053710936,210.46929016113282,-310.7705505371094,162.1692901611328,-310.7705505371094
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,229.1023956298828,-367.67055053710936,277.4023956298828,-367.67055053710936,277.4023956298828,-310.7705505371094,229.1023956298828,-310.7705505371094
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,71.4466194152832,-164.35055236816407,23.1466194152832,-164.35055236816407,23.146619415283208,-221.25055236816405,71.44661941528321,-221.25055236816405
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,138.07937469482422,-164.35055236816407,89.77937469482423,-164.35055236816407,89.77937469482421,-221.25055236816405,138.07937469482422,-221.25055236816405
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,209.55814208984376,-164.35056762695314,161.25814208984374,-164.35056762695314,161.25814208984374,-221.2505676269531,209.55814208984376,-221.2505676269531
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,281.03693237304685,-164.35055236816407,232.73693237304687,-164.35055236816407,232.73693237304687,-221.25055236816405,281.03693237304685,-221.25055236816405
TABLE,-49.85,-49.85,49.85,-49.85,49.85,49.85,-49.85,49.85,37.42626800537109,5.18815460205078,137.1262680053711,5.18815460205078,137.1262680053711,104.88815460205078,37.42626800537109,104.88815460205078
STORAGE_FURNITURE,-85,-16,85,-16,85,16,-85,16,-162.76957702636716,124.2885971069336,-162.76957702636722,-45.711402893066406,-130.76957702636722,-45.711402893066406,-130.76957702636716,124.2885971069336
