in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,107.6308,340.13176,528.21367,340.13176,528.21367,815.01552,107.6308,815.01552,107.6308,340.13176,528.21367,340.13176,528.21367,815.01552,107.6308,815.01552
SOFA,-109.85,-92.25,109.85,-92.25,109.85,92.25,-109.85,92.25,107.64079284667966,569.7583251953124,107.64079284667972,350.0583251953125,292.1407928466797,350.05832519531253,292.1407928466797,569.7583251953125
TABLE,-45,-27.5,45,-27.5,45,27.5,-45,27.5,292.1507873535156,561.1099853515625,292.1507873535156,471.1099853515625,347.1507873535156,471.1099853515625,347.1507873535156,561.1099853515625
STORAGE_FURNITURE,-60,-20,60,-20,60,20,-60,20,522.7983092065201,597.0047607023035,522.7983094458236,717.0047607023035,482.79830944582363,717.0047607820715,482.7983092065201,597.0047607820715
