in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-446.08621,-820.01885,-31.08621,-820.01885,-31.08621,14.98115,-446.08621,14.98115,-446.08621,-820.01885,-31.08621,-820.01885,-31.08621,14.98115,-446.08621,14.98115
STORAGE_FURNITURE,-75.25,-20.35,75.25,-20.35,75.25,20.35,-75.25,20.35,-31.096140289306593,-762.27294921875,-31.096140289306685,-611.77294921875,-71.79614028930669,-611.77294921875,-71.79614028930659,-762.27294921875
TABLE,-90,-40,90,-40,90,40,-90,40,-368.2998046875,-269.7649841308594,-368.2998046875,-449.7649841308594,-288.2998046875,-449.7649841308594,-288.2998046875,-269.7649841308594
SEATING,-28,-29,28,-29,28,29,-28,29,-446.0762023925781,-375.8750305175781,-446.0762023925781,-431.8750305175781,-388.0762023925781,-431.8750305175781,-388.0762023925781,-375.8750305175781
SEATING,-28,-29,28,-29,28,29,-28,29,-231.289794921875,-331.75677490234375,-231.289794921875,-275.75677490234375,-289.289794921875,-275.75677490234375,-289.289794921875,-331.75677490234375
SEATING,-28,-29,28,-29,28,29,-28,29,-446.076171875,-276.5053405761719,-446.076171875,-332.5053405761719,-388.076171875,-332.5053405761719,-388.076171875,-276.5053405761719
SEATING,-28,-29,28,-29,28,29,-28,29,-230.28982543945312,-421.70538330078125,-230.28982543945312,-365.70538330078125,-288.2898254394531,-365.70538330078125,-288.2898254394531,-421.70538330078125
STORAGE_FURNITURE,-53.25,-16.5,53.25,-16.5,53.25,16.5,-53.25,16.5,-52.591758728027344,14.971151947975166,-159.09175872802734,14.971151947975152,-159.09175872802734,-18.02884805202485,-52.591758728027344,-18.028848052024834
SOFA,-108.65,-44.4,108.65,-44.4,108.65,44.4,-108.65,44.4,-350.4470581054688,-602.1796508789063,-350.4470581054687,-819.4796508789062,-261.6470581054687,-819.4796508789062,-261.6470581054688,-602.1796508789063
STORAGE_FURNITURE,-53.25,-16.5,53.25,-16.5,53.25,16.5,-53.25,16.5,-327.9725646972656,-175.613037109375,-434.4725646972656,-175.613037109375,-434.4725646972656,-208.613037109375,-327.9725646972656,-208.613037109375
