in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-684.91457,-342.01631,198.96852,-342.01631,198.96852,398.82589,-684.91457,398.82589,-684.91457,-342.01631,198.96852,-342.01631,198.96852,398.82589,-684.91457,398.82589
SEATING,-21.45,-20.75,21.45,-20.75,21.45,20.75,-21.45,20.75,-513.31376953125,-35.16330051422119,-470.41376953125,-35.16330051422119,-470.41376953125,6.336699485778809,-513.31376953125,6.336699485778809
SEATING,-21.45,-20.75,21.45,-20.75,21.45,20.75,-21.45,20.75,-438.8414794921875,-11.824024200439453,-395.9414794921875,-11.824024200439453,-395.9414794921875,29.675975799560547,-438.8414794921875,29.675975799560547
SOFA,-122,-47,122,-47,122,47,-122,47,-159.66845703124994,343.0576171875,-159.66845703125006,99.05761718750001,-65.66845703125006,99.05761718749999,-65.66845703124994,343.0576171875
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,-37.47463770837196,2.9296956556960225,55.44268701371753,-8.35439786083316,65.48504801720985,74.33805031598366,-27.43227670487964,85.62214383251285
STORAGE_FURNITURE,-90,-22.5,90,-22.5,90,22.5,-90,22.5,195.46401072479458,150.80980076610246,193.40630930556318,330.79803889534605,148.4092497732523,330.28361354053817,150.4669511924837,150.29537541129457
TABLE,-55,-30,55,-30,55,30,-55,30,43.218874931335435,163.44114685058594,43.21887493133546,273.44114685058594,-16.781125068664537,273.44114685058594,-16.781125068664565,163.44114685058594
SEATING,-22.75,-26.05,22.75,-26.05,22.75,26.05,-22.75,26.05,-252.04478759765627,146.9796905517578,-252.04478759765624,192.4796905517578,-304.14478759765626,192.4796905517578,-304.14478759765626,146.9796905517578
SEATING,-22.75,-26.05,22.75,-26.05,22.75,26.05,-22.75,26.05,-424.09576640702966,267.7528362886094,-421.22363405053983,222.34357670725527,-369.2275368156266,225.6323260649062,-372.0996691721164,271.0415856462604
SEATING,-22.75,-26.05,22.75,-26.05,22.75,26.05,-22.75,26.05,-424.5548225557089,190.63469150768353,-426.0388213849869,145.1588985242214,-373.9665397489786,143.45963832630085,-372.4825409197006,188.93543130976298
SEATING,-22.75,-26.05,22.75,-26.05,22.75,26.05,-22.75,26.05,-251.31637074074018,226.24602894335266,-252.80094429816714,271.72180316823625,-304.8732044545723,270.0218848750067,-303.3886308971454,224.54611065012313
SOFA,-122,-47,122,-47,122,47,-122,47,166.42745208740234,402.3009033203125,-77.57254791259766,402.3009033203125,-77.57254791259766,308.3009033203125,166.42745208740234,308.3009033203125
TABLE,-90,-45,90,-45,90,45,-90,45,-293.44024658203125,116.62359619140624,-293.44024658203125,296.62359619140625,-383.44024658203125,296.62359619140625,-383.44024658203125,116.62359619140626
