in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-599.8008,-184.65,503.08,-184.65,503.08,392.41187,-599.8008,392.41187,-599.8008,-184.65,503.08,-184.65,503.08,392.41187,-599.8008,392.41187
TABLE,-75.35,-40.75,75.35,-40.75,75.35,40.75,-75.35,40.75,-440.1326599121094,234.41938171386715,-440.1326599121094,83.71938171386718,-358.6326599121094,83.71938171386721,-358.6326599121094,234.4193817138672
SEATING,-29,-28.5,29,-28.5,29,28.5,-29,28.5,-299.267578125,163.83934020996094,-299.267578125,221.83934020996094,-356.267578125,221.83934020996094,-356.267578125,163.83934020996094
SEATING,-29,-28.5,29,-28.5,29,28.5,-29,28.5,-299.267578125,94.50218963623047,-299.267578125,152.50218963623047,-356.267578125,152.50218963623047,-356.267578125,94.50218963623047
SEATING,-29,-28.5,29,-28.5,29,28.5,-29,28.5,-501.2306823730469,155.45455169677734,-501.2306823730469,97.45455169677736,-444.2306823730469,97.45455169677733,-444.2306823730469,155.45455169677734
SEATING,-29,-28.5,29,-28.5,29,28.5,-29,28.5,-501.2306823730469,221.71624755859375,-501.2306823730469,163.71624755859375,-444.2306823730469,163.71624755859375,-444.2306823730469,221.71624755859375
DECORATION,-30,-1.35,30,-1.35,30,1.35,-30,1.35,-372.5327453613281,234.41938171386718,-432.5327453613281,234.41938171386718,-432.5327453613281,231.7193817138672,-372.5327453613281,231.7193817138672
DECORATION,-60,-85,60,-85,60,85,-60,85,-455.3482666015625,59.51454162597656,-335.3482666015625,59.51454162597656,-335.3482666015625,229.51454162597656,-455.3482666015625,229.51454162597656
LIGHTING,-8.5,-7.55,8.5,-7.55,8.5,7.55,-8.5,7.55,-391.74436645507814,158.9587860107422,-391.74436645507814,141.9587860107422,-376.6443664550781,141.9587860107422,-376.6443664550781,158.9587860107422
DECORATION,-60,-1.1,60,-1.1,60,1.1,-60,1.1,-599.7907958984375,36.082096099853516,-599.7907958984375,-83.91790390014648,-597.5907958984375,-83.91790390014648,-597.5907958984375,36.082096099853516
DECORATION,-30,-1,30,-1,30,1,-30,1,-599.790771484375,155.1873321533203,-599.790771484375,95.18733215332031,-597.790771484375,95.18733215332031,-597.790771484375,155.1873321533203
SOFA,-146,-76.8,146,-76.8,146,76.8,-146,76.8,291.02610778808594,392.41187744140626,-0.9738922119140625,392.4118774414062,-0.9738922119140625,238.81187744140624,291.02610778808594,238.81187744140627
VEGETATION,-34.4,-37.05,34.4,-37.05,34.4,37.05,-34.4,37.05,420.41936645507815,309.9269592285156,489.2193664550781,309.9269592285156,489.2193664550781,384.02695922851564,420.41936645507815,384.02695922851564
DECORATION,-75,-100,75,-100,75,100,-75,100,284.19010696957497,217.9115551239005,230.7567588587084,358.07173959032787,43.87651290347189,286.82727544250577,97.3098610143385,146.66709097607836
LIGHTING,-8.5,-7.55,8.5,-7.55,8.5,7.55,-8.5,7.55,261.4316101074219,101.07693786621094,278.4316101074219,101.07693786621094,278.4316101074219,116.17693786621093,261.4316101074219,116.17693786621093
STORAGE_FURNITURE,-60,-20,60,-20,60,20,-60,20,503.07000732421875,49.7291488647461,503.07000732421875,169.7291488647461,463.07000732421875,169.7291488647461,463.07000732421875,49.72914886474609
STORAGE_FURNITURE,-90,-22.5,90,-22.5,90,22.5,-90,22.5,192.66848754882812,-184.63999938964844,372.6684875488281,-184.63999938964844,372.6684875488281,-139.63999938964844,192.66848754882812,-139.63999938964844
TABLE,-45.05,-25.1,45.05,-25.1,45.05,25.1,-45.05,25.1,148.81940002441405,151.27298583984376,238.91940002441407,151.27298583984376,238.91940002441407,201.47298583984374,148.81940002441405,201.47298583984374
