in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-122.71951,-510.64142,942.94159,-510.64142,942.94159,762.15571,-122.71951,762.15571,-122.71951,-510.64142,942.94159,-510.64142,942.94159,762.15571,-122.71951,762.15571
DECORATION,-54.45,-1,54.45,-1,54.45,1,-54.45,1,494.8815002441406,-154.40482635498046,494.8815002441406,-45.504826354980466,492.8815002441406,-45.504826354980466,492.8815002441406,-154.40482635498046
DECORATION,-44.8,-1.15,44.8,-1.15,44.8,1.15,-44.8,1.15,494.8815063476562,-170.30971984863282,494.8815063476563,-80.70971984863282,492.5815063476563,-80.70971984863282,492.5815063476562,-170.30971984863282
DECORATION,-52.5,-1.5,52.5,-1.5,52.5,1.5,-52.5,1.5,-122.24249267578126,240.94052124023438,-122.24249267578124,135.94052124023438,-119.24249267578124,135.94052124023438,-119.24249267578126,240.94052124023438
DECORATION,-38,-2,38,-2,38,2,-38,2,487.62225341796875,-42.748897552490234,563.6222534179688,-42.748897552490234,563.6222534179688,-38.748897552490234,487.62225341796875,-38.748897552490234
DECORATION,-38,-2,38,-2,38,2,-38,2,487.87225341796875,-42.748897552490234,563.8722534179688,-42.748897552490234,563.8722534179688,-38.748897552490234,487.87225341796875,-38.748897552490234
DECORATION,-20.25,-20.55,20.25,-20.55,20.25,20.55,-20.25,20.55,466.72637939453125,-118.01500396728515,507.22637939453125,-118.01500396728515,507.22637939453125,-76.91500396728516,466.72637939453125,-76.91500396728516
VEGETATION,-51.95,-37.2,51.95,-37.2,51.95,37.2,-51.95,37.2,843.5611336051626,376.8863382484854,843.5207185442124,272.98634610881845,917.920712915639,272.9574059689273,917.9611279765892,376.8573981085942
VEGETATION,-84.9,-24.95,84.9,-24.95,84.9,24.95,-84.9,24.95,846.8786743164062,245.03897705078126,846.8786743164063,75.23897705078124,896.7786743164063,75.23897705078124,896.7786743164062,245.03897705078126
VEGETATION,-51.95,-37.2,51.95,-37.2,51.95,37.2,-51.95,37.2,645.188142570464,-410.0099924408812,541.2881511905844,-410.05231573173126,541.3184577626656,-484.4523095590945,645.2184491425453,-484.40998626824444
LIGHTING,-3.75,-3.75,3.75,-3.75,3.75,3.75,-3.75,3.75,98.0417828280363,1.2402801513671875,105.5417828280363,1.2402801513671875,105.5417828280363,8.740280151367188,98.0417828280363,8.740280151367188
LIGHTING,-13.15,-16.6,13.15,-16.6,13.15,16.6,-13.15,16.6,693.4994354219457,-410.0100022737909,667.1994376039395,-410.0207154840831,667.2129615043843,-443.2207127296269,693.5129593223905,-443.2099995193347
