in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-505,-447.35217,683.72764,-447.35217,683.72764,477.03471,-505,477.03471,-505,-447.35217,683.72764,-447.35217,683.72764,477.03471,-505,477.03471
SOFA,-163.65,-78.8,163.65,-78.8,163.65,78.8,-163.65,78.8,-505.00001220703115,431.3686279296876,-505.0000122070313,104.06862792968755,-347.40001220703135,104.06862792968744,-347.4000122070312,431.3686279296875
TABLE,-39,-41,39,-41,39,41,-39,41,-344.81671142578125,252.41598510742188,-266.81671142578125,252.41598510742188,-266.81671142578125,334.4159851074219,-344.81671142578125,334.4159851074219
TABLE,-40.5,-42,40.5,-42,40.5,42,-40.5,42,-254.5929234210435,209.56256253173922,-278.18032956835975,287.05213777410034,-358.5398890789565,262.5911239916983,-334.95248293164025,185.10154874933716
VEGETATION,-43,-42.85,43,-42.85,43,42.85,-43,42.85,-95.12637329101562,467.62944946289065,-181.12637329101562,467.62944946289065,-181.12637329101562,381.9294494628906,-95.12637329101562,381.9294494628906
DECORATION,-75,-100,75,-100,75,100,-75,100,-383.29327392578125,173.52459716796875,-233.29327392578125,173.52459716796875,-233.29327392578125,373.52459716796875,-383.29327392578125,373.52459716796875
TABLE,-100,-50,100,-50,100,50,-100,50,180.37112426757812,-196.69891357421875,-19.628875732421875,-196.69891357421875,-19.628875732421875,-296.69891357421875,180.37112426757812,-296.69891357421875
SEATING,-28.55,-31.7,28.55,-31.7,28.55,31.7,-28.55,31.7,-26.523119258880616,-360.10887451171874,30.576880741119385,-360.10887451171874,30.576880741119385,-296.70887451171876,-26.523119258880616,-296.70887451171876
SEATING,-28.55,-31.7,28.55,-31.7,28.55,31.7,-28.55,31.7,51.17747039794922,-360.10890502929686,108.27747039794922,-360.10890502929686,108.27747039794922,-296.7089050292969,51.17747039794922,-296.7089050292969
SEATING,-28.55,-31.7,28.55,-31.7,28.55,31.7,-28.55,31.7,132.43974609375,-360.10890502929686,189.53974609375,-360.10890502929686,189.53974609375,-296.7089050292969,132.43974609375,-296.7089050292969
SEATING,-28.55,-31.7,28.55,-31.7,28.55,31.7,-28.55,31.7,39.7627513885498,-122.96708374023437,-17.3372486114502,-122.96708374023439,-17.337248611450192,-186.36708374023436,39.76275138854981,-186.36708374023436
SEATING,-28.55,-31.7,28.55,-31.7,28.55,31.7,-28.55,31.7,115.73455505371093,-122.96708374023437,58.63455505371093,-122.96708374023439,58.63455505371094,-186.36708374023436,115.73455505371095,-186.36708374023436
SEATING,-28.55,-31.7,28.55,-31.7,28.55,31.7,-28.55,31.7,194.6796081542969,-122.96708374023437,137.57960815429686,-122.96708374023439,137.57960815429686,-186.36708374023436,194.6796081542969,-186.36708374023436
STORAGE_FURNITURE,-27.85,-27.85,27.85,-27.85,27.85,27.85,-27.85,27.85,-494.9892822265625,-447.3421569824219,-439.2892822265625,-447.3421569824219,-439.2892822265625,-391.64215698242185,-494.9892822265625,-391.64215698242185
STORAGE_FURNITURE,-87.5,-20,87.5,-20,87.5,20,-87.5,20,123.39568710327148,43.51778411865236,-51.604312896728516,43.51778411865233,-51.604312896728516,3.517784118652333,123.39568710327148,3.5177841186523544
LIGHTING,-53.5,-8.5,53.5,-8.5,53.5,8.5,-53.5,8.5,35.020408630371094,-258.944580078125,142.0204086303711,-258.944580078125,142.0204086303711,-241.944580078125,35.020408630371094,-241.944580078125
LIGHTING,-31.1,-27.2,31.1,-27.2,31.1,27.2,-31.1,27.2,-89.70837097167967,51.35798492431641,-89.7083709716797,113.55798492431641,-144.1083709716797,113.5579849243164,-144.10837097167968,51.3579849243164
DECORATION,-90,-1.5,90,-1.5,90,1.5,-90,1.5,130.1817512512207,43.51778411865236,-49.8182487487793,43.51778411865233,-49.8182487487793,40.51778411865233,130.1817512512207,40.51778411865236
STORAGE_FURNITURE,-90,-22.5,90,-22.5,90,22.5,-90,22.5,-89.70837402343747,177.95562744140625,-89.70837402343753,357.95562744140625,-134.70837402343753,357.95562744140625,-134.70837402343747,177.95562744140625
