in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,182.19773,56.6012,638.78708,56.6012,638.78708,541.44748,182.19773,541.44748,182.19773,56.6012,638.78708,56.6012,638.78708,541.44748,182.19773,541.44748
STORAGE_FURNITURE,-73.5,-19.9,73.5,-19.9,73.5,19.9,-73.5,19.9,388.3526306152344,506.70532836914066,241.35263061523438,506.7053283691406,241.35263061523438,466.9053283691406,388.3526306152344,466.90532836914065
STORAGE_FURNITURE,-50,-15.75,50,-15.75,50,15.75,-50,15.75,182.8021240234375,191.02029418945312,182.8021240234375,91.02029418945312,214.3021240234375,91.02029418945312,214.3021240234375,191.02029418945312
TABLE,-40,-40,40,-40,40,40,-40,40,413.4297790527344,146.54872131347656,413.4297790527344,226.54872131347656,333.4297790527344,226.54872131347656,333.4297790527344,146.54872131347656
SEATING,-50.85,-22.5,50.85,-22.5,50.85,22.5,-50.85,22.5,322.2557733398158,332.5769361387351,423.9557733398158,332.57693349017114,423.9557745117467,377.57693349017114,322.2557745117467,377.5769361387351
SEATING,-50.85,-22.5,50.85,-22.5,50.85,22.5,-50.85,22.5,422.9818670410436,426.3221422304055,321.2818670410436,426.3221448789695,321.28186586911266,381.3221448789695,422.98186586911265,381.3221422304055
SOFA,-88.8,-39,88.8,-39,88.8,39,-88.8,39,502.59161376953125,105.80447692871093,502.59161376953125,283.4044769287109,424.59161376953125,283.40447692871095,424.59161376953125,105.80447692871095
TABLE,-65,-37.5,65,-37.5,65,37.5,-65,37.5,407.10272216796875,415.0126037597656,277.10272216796875,415.0126037597656,277.10272216796875,340.0126037597656,407.10272216796875,340.0126037597656
SEATING,-50.85,-22.5,50.85,-22.5,50.85,22.5,-50.85,22.5,266.3222713717108,332.57693562083205,368.0222713717108,332.5769340080742,368.0222720853204,377.5769340080742,266.32227208532044,377.57693562083205
SEATING,-50.85,-22.5,50.85,-22.5,50.85,22.5,-50.85,22.5,367.0485743023603,426.3223347475625,265.34857430236156,426.32231857274945,265.34858145935846,381.32231857275,367.0485814593572,381.32233474756305
