in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-1016.13357,-320.72817,-435.99774,-320.72817,-435.99774,726.65608,-1016.13357,726.65608,-1016.13357,-320.72817,-435.99774,-320.72817,-435.99774,726.65608,-1016.13357,726.65608
SOFA,-90.1,-35.05,90.1,-35.05,90.1,35.05,-90.1,35.05,-435.4753784501774,726.6513184421709,-615.6753784501774,726.6513182765791,-615.6753783857602,656.5513182765791,-435.4753783857601,656.5513184421709
SOFA,-90.1,-35.05,90.1,-35.05,90.1,35.05,-90.1,35.05,-795.8881591796875,726.651318359375,-976.0881591796875,726.651318359375,-976.0881591796875,656.551318359375,-795.8881591796875,656.551318359375
SOFA,-90.1,-35.05,90.1,-35.05,90.1,35.05,-90.1,35.05,-614.3858886629417,460.0753967055518,-434.1858886629418,460.0753967514795,-434.1858886808082,530.1753967514795,-614.3858886808082,530.1753967055517
SOFA,-90.1,-35.05,90.1,-35.05,90.1,35.05,-90.1,35.05,-794.5959107190092,460.0753969199698,-614.3959107190093,460.07539653706147,-614.3959105700533,530.1753965370615,-794.5959105700532,530.1753969199698
SOFA,-90.1,-35.05,90.1,-35.05,90.1,35.05,-90.1,35.05,-615.6853393554687,726.651318359375,-795.8853393554688,726.651318359375,-795.8853393554688,656.551318359375,-615.6853393554687,656.551318359375
SOFA,-90.1,-35.05,90.1,-35.05,90.1,35.05,-90.1,35.05,-1016.1236083984375,656.5413452148438,-1016.1236083984376,476.3413452148438,-946.0236083984375,476.3413452148437,-946.0236083984374,656.5413452148438
TABLE,-94.7,-49.9,94.7,-49.9,94.7,49.9,-94.7,49.9,-1016.123583984375,-250.92012634277344,-826.723583984375,-250.92012634277344,-826.723583984375,-151.12012634277343,-1016.123583984375,-151.12012634277343
TABLE,-94.7,-49.9,94.7,-49.9,94.7,49.9,-94.7,49.9,-821.37568359375,136.27463378906248,-1010.77568359375,136.2746337890625,-1010.77568359375,36.474633789062516,-821.37568359375,36.47463378906249
TABLE,-94.7,-49.9,94.7,-49.9,94.7,49.9,-94.7,49.9,-629.8773681640625,-252.25711669921876,-440.4773681640625,-252.25711669921876,-440.4773681640625,-152.45711669921874,-629.8773681640625,-152.45711669921874
TABLE,-94.7,-49.9,94.7,-49.9,94.7,49.9,-94.7,49.9,-440.4773681640625,-2.6225219726562656,-629.8773681640625,-2.622521972656237,-629.8773681640625,-102.42252197265623,-440.4773681640625,-102.42252197265626
TABLE,-94.7,-49.9,94.7,-49.9,94.7,49.9,-94.7,49.9,-826.723583984375,-3.9595008850097813,-1016.123583984375,-3.959500885009753,-1016.123583984375,-103.75950088500974,-826.723583984375,-103.75950088500977
