in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-595.4005,-160.31657,-132.4005,-160.31657,-132.4005,324.24867,-595.4005,324.24867,-595.4005,-160.31657,-132.4005,-160.31657,-132.4005,324.24867,-595.4005,324.24867
SEATING,-22.55,-27.25,22.55,-27.25,22.55,27.25,-22.55,27.25,-381.8241551885924,55.07693853735057,-424.1448992752203,70.66426094866108,-442.9810205926576,19.522785278567397,-400.6602765060297,3.935462867256895
SEATING,-22.55,-27.25,22.55,-27.25,22.55,27.25,-22.55,27.25,-500.4656346807799,-44.58032235742482,-542.7863787674079,-28.992999946114317,-561.6225000848451,-80.134475616208,-519.3017559982171,-95.7217980275185
SEATING,-22.55,-27.25,22.55,-27.25,22.55,27.25,-22.55,27.25,-428.4601720342955,-71.10095986963185,-470.78091612092345,-55.51363745832135,-489.61703743836074,-106.65511312841502,-447.2962933517328,-122.24243553972553
SEATING,-22.55,-27.25,22.55,-27.25,22.55,27.25,-22.55,27.25,-454.79397330382676,81.95297232030956,-497.1147173904547,97.54029473162007,-515.950838707892,46.39881906152638,-473.63009462126405,30.81149665021588
TABLE,-90,-40,90,-40,90,40,-90,40,-367.0869282510023,-8.440824237438814,-535.9945543173667,53.77021864584037,-563.6439067099352,-21.299837383654936,-394.7362806435708,-83.51088026693412
STORAGE_FURNITURE,-60,-20,60,-20,60,20,-60,20,-132.41049194335935,146.53936767578125,-132.4104919433594,266.53936767578125,-172.4104919433594,266.53936767578125,-172.41049194335935,146.53936767578125
SOFA,-91,-45,91,-45,91,45,-91,45,-407.6620178222656,302.02940368652344,-407.6620178222656,120.02940368652342,-317.6620178222656,120.02940368652345,-317.6620178222656,302.02940368652344
TABLE,-60,-25,60,-25,60,25,-60,25,-223.36241149902347,148.41702270507812,-223.3624114990234,268.4170227050781,-273.36241149902344,268.4170227050781,-273.36241149902344,148.41702270507812
STORAGE_FURNITURE,-25,-17.5,25,-17.5,25,17.5,-25,17.5,-321.39569091796875,-47.1467399597168,-271.39569091796875,-47.1467399597168,-271.39569091796875,-12.146739959716797,-321.39569091796875,-12.146739959716797
STORAGE_FURNITURE,-90,-22.45,90,-22.45,90,22.45,-90,22.45,-595.3905517578124,287.2240447998047,-595.3905517578125,107.2240447998047,-550.4905517578126,107.22404479980467,-550.4905517578125,287.2240447998047
