in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,210.14188,-296.88066,1135.31163,-296.88066,1135.31163,404.54163,210.14188,404.54163,210.14188,-296.88066,1135.31163,-296.88066,1135.31163,404.54163,210.14188,404.54163
SOFA,-121.65,-78.15,121.65,-78.15,121.65,78.15,-121.65,78.15,482.39554159886734,41.20957108860482,482.37855546174035,-202.09042831844647,638.6785550808202,-202.10134049778452,638.6955412179472,41.19865890926677
STORAGE_FURNITURE,-90,-20.6,90,-20.6,90,20.6,-90,20.6,501.81280517578125,-297.3615966796875,681.8128051757812,-297.3615966796875,681.8128051757812,-256.1615966796875,501.81280517578125,-256.1615966796875
TABLE,-27,-35,27,-35,27,35,-27,35,638.7055054559709,-164.60733038774225,692.7055054559709,-164.607330256789,692.7055052862166,-94.607330256789,638.7055052862166,-94.60733038774225
TABLE,-27,-35,27,-35,27,35,-27,35,644.9997559442521,-139.93223578325006,698.9997559442521,-139.9322356522968,698.9997557744979,-69.93223565229681,644.9997557744979,-69.93223578325006
TABLE,-70.3,-35,70.3,-35,70.3,35,-70.3,35,833.0306884765625,-167.96881103515625,973.6306884765625,-167.96881103515625,973.6306884765625,-97.96881103515625,833.0306884765625,-97.96881103515625
SEATING,-30.8,-30,30.8,-30,30.8,30,-30.8,30,829.2482788085938,-237.9788055419922,890.8482788085937,-237.9788055419922,890.8482788085937,-177.9788055419922,829.2482788085938,-177.9788055419922
SEATING,-30.8,-30,30.8,-30,30.8,30,-30.8,30,912.00224609375,-237.9788055419922,973.60224609375,-237.9788055419922,973.60224609375,-177.9788055419922,912.00224609375,-177.9788055419922
SEATING,-30.8,-30,30.8,-30,30.8,30,-30.8,30,1063.3406982421875,-167.8811462402344,1063.3406982421875,-106.28114624023438,1003.3406982421875,-106.28114624023436,1003.3406982421875,-167.88114624023436
SEATING,-30.8,-30,30.8,-30,30.8,30,-30.8,30,743.3206787109375,-96.66145629882813,743.3206787109375,-158.26145629882814,803.3206787109375,-158.2614562988281,803.3206787109375,-96.66145629882811
SEATING,-30.8,-30,30.8,-30,30.8,30,-30.8,30,893.6589477539062,-27.958808898925778,832.0589477539063,-27.958808898925785,832.0589477539063,-87.95880889892578,893.6589477539062,-87.95880889892578
SEATING,-30.8,-30,30.8,-30,30.8,30,-30.8,30,978.3308227539062,-27.958812713623043,916.7308227539063,-27.95881271362305,916.7308227539063,-87.95881271362305,978.3308227539062,-87.95881271362305
STORAGE_FURNITURE,-77.6,-24,77.6,-24,77.6,24,-77.6,24,1135.2770533317703,-64.35961556085446,1135.2878879575148,90.84038406095893,1087.2878880744797,90.84373497613767,1087.2770534487352,-64.35626464567572
STORAGE_FURNITURE,-77.6,-24,77.6,-24,77.6,24,-77.6,24,1135.256301567782,-219.56961649419435,1135.2671358152613,-64.36961687235454,1087.267135932218,-64.36626607416501,1087.2563016847387,-219.56626569600485
DECORATION,-20,-2,20,-2,20,2,-20,2,1135.2659377648436,-80.81391368161712,1135.2687301941592,-40.81391377908788,1131.2687302039064,-40.81363453615632,1131.2659377745908,-80.81363443868555
RADIATOR,-54.95,-5.5,54.95,-5.5,54.95,5.5,-54.95,5.5,609.9198662603987,196.34859600389592,500.0198665282184,196.35626847125087,500.0190985833512,185.3562684980572,609.9190983155316,185.34859603070225
