in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,1127.78197,-258.54438,1631.87509,-258.54438,1631.87509,125.6776,1127.78197,125.6776,1127.78197,-258.54438,1631.87509,-258.54438,1631.87509,125.6776,1127.78197,125.6776
TABLE,-50.2,-27.55,50.2,-27.55,50.2,27.55,-50.2,27.55,1251.7411376953125,-18.887478637695303,1251.7411376953125,-119.2874786376953,1306.8411376953125,-119.28747863769533,1306.8411376953125,-18.887478637695317
DECORATION,-30,-1.35,30,-1.35,30,1.35,-30,1.35,1373.810302734375,125.66758880615232,1313.810302734375,125.66758880615237,1313.810302734375,122.96758880615236,1373.810302734375,122.96758880615232
DECORATION,-30,-1.35,30,-1.35,30,1.35,-30,1.35,1377.8560791015625,-258.53435668945315,1437.8560791015625,-258.53435668945315,1437.8560791015625,-255.83435668945313,1377.8560791015625,-255.83435668945313
DECORATION,-54.05,-7.05,54.05,-7.05,54.05,7.05,-54.05,7.05,1213.7223388671875,-258.534375,1321.8223388671875,-258.534375,1321.8223388671875,-244.434375,1213.7223388671875,-244.434375
DECORATION,-54.05,-7.05,54.05,-7.05,54.05,7.05,-54.05,7.05,1492.7997314453125,-258.53435974121095,1600.8997314453125,-258.53435974121095,1600.8997314453125,-244.43435974121093,1492.7997314453125,-244.43435974121093
STORAGE_FURNITURE,-62.5,-22.5,62.5,-22.5,62.5,22.5,-62.5,22.5,1124.9420166015625,-68.73394775390625,1124.9420166015625,-193.73394775390625,1169.9420166015625,-193.73394775390625,1169.9420166015625,-68.73394775390625
SOFA,-121.25,-79.45,121.25,-79.45,121.25,79.45,-121.25,79.45,1463.80107421875,-243.8597717285156,1463.80107421875,-1.3597717285155966,1304.90107421875,-1.3597717285156534,1304.90107421875,-243.85977172851565
SEATING,-36.4,-48.9,36.4,-48.9,36.4,48.9,-36.4,48.9,1300.16640625,-173.84324035644528,1300.16640625,-246.6432403564453,1397.96640625,-246.64324035644535,1397.96640625,-173.84324035644534
SEATING,-21.45,-20.75,21.45,-20.75,21.45,20.75,-21.45,20.75,1631.2379150390625,-227.75732727050783,1631.2379150390625,-184.85732727050782,1589.7379150390625,-184.8573272705078,1589.7379150390625,-227.7573272705078
SEATING,-21.45,-20.75,21.45,-20.75,21.45,20.75,-21.45,20.75,1631.2379150390625,-170.63299865722658,1631.2379150390625,-127.73299865722657,1589.7379150390625,-127.73299865722656,1589.7379150390625,-170.63299865722655
SEATING,-21.45,-20.75,21.45,-20.75,21.45,20.75,-21.45,20.75,1630.262939453125,-51.28602523803711,1630.262939453125,-8.386025238037117,1588.762939453125,-8.386025238037103,1588.762939453125,-51.2860252380371
LIGHTING,-31.5,-17.5,31.5,-17.5,31.5,17.5,-31.5,17.5,1110.2896728515625,-251.49313354492188,1173.2896728515625,-251.49313354492188,1173.2896728515625,-216.49313354492188,1110.2896728515625,-216.49313354492188
SEATING,-21.45,-20.75,21.45,-20.75,21.45,20.75,-21.45,20.75,1631.2379150390625,-110.28194732666016,1631.2379150390625,-67.38194732666017,1589.7379150390625,-67.38194732666015,1589.7379150390625,-110.28194732666014
