in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-296,-266.901,365.49,-266.901,365.49,295.5075,-296,295.5075,-296,-266.901,365.49,-266.901,365.49,295.5075,-296,295.5075
STORAGE_FURNITURE,-90,-24.5,90,-24.5,90,24.5,-90,24.5,-295.989990234375,-39.6005334854125,-115.98999023437503,-39.6005334854127,-115.98999023437497,9.3994665145873,-295.989990234375,9.399466514587505
SEATING,-64.6,-20.3,64.6,-20.3,64.6,20.3,-64.6,20.3,235.7900888152929,-20.66878687154309,229.83425551642978,108.39386477375726,189.2774160675196,106.52229486714856,195.23324936638272,-22.54035677815179
SEATING,-64.6,-20.3,64.6,-20.3,64.6,20.3,-64.6,20.3,198.04226886953958,129.6424814243747,68.84503022526411,128.7977763313801,69.11047160897604,88.19864406390656,198.3077102532515,89.04334915690113
SEATING,-64.6,-20.3,64.6,-20.3,64.6,20.3,-64.6,20.3,40.636510404054405,95.73784309876902,49.32130715631675,-33.16993131911428,89.82947775512528,-30.440807881483863,81.14468100286294,98.46696653639944
SEATING,-64.6,-20.3,64.6,-20.3,64.6,20.3,-64.6,20.3,81.60574329406988,-67.87903743805128,209.72665534637133,-51.21554756088449,204.49029552428948,-10.954641761167473,76.36938347198806,-27.618131638334262
SOFA,-121.25,-79.45,121.25,-79.45,121.25,79.45,-121.25,79.45,-3.285316467285142,277.57261962890624,-245.78531646728516,277.5726196289063,-245.78531646728516,118.67261962890626,-3.2853164672851705,118.67261962890623
DECORATION,-100,-100,100,-100,100,100,-100,100,176.83650706555053,-103.02855807300321,278.2698643779348,69.3410274818103,105.90027882312134,170.77438479419462,4.4669215107370235,-1.5952007606189014
TABLE,-52.45,-52.45,52.45,-52.45,52.45,52.45,-52.45,52.45,125.2827669332006,-40.03192250564037,213.4424945576423,16.817637080905683,156.59293497109627,104.9773647053474,68.43320734665456,48.12780511880135
DECORATION,-75,-100,75,-100,75,100,-75,100,-50.67488007223528,167.82804396063992,-189.09546577087772,225.61854019353956,-266.1494607480772,41.057759262016326,-127.72887504943478,-16.73273697088331
STORAGE_FURNITURE,-45,-20,45,-20,45,20,-45,20,-3.277091979980483,280.5043029785156,-3.2770919799804545,190.50430297851562,36.722908020019545,190.50430297851562,36.72290802001952,280.5043029785156
LIGHTING,-28,-28,28,-28,28,28,-28,28,151.13998003499478,-4.947333571231908,179.5413200824624,43.31615038411587,131.2778361271146,71.71749043158347,102.876496079647,23.45400647623569
LIGHTING,-39.5,-7.55,39.5,-7.55,39.5,7.55,-39.5,7.55,-253.2683563232422,-84.03287200927734,-174.2683563232422,-84.03287200927734,-174.2683563232422,-68.93287200927735,-253.2683563232422,-68.93287200927735
LIGHTING,-14.25,-14.25,14.25,-14.25,14.25,14.25,-14.25,14.25,-157.73260498046875,100.3255844116211,-129.23260498046875,100.3255844116211,-129.23260498046875,128.8255844116211,-157.73260498046875,128.8255844116211
DECORATION,-20.1,-1.5,20.1,-1.5,20.1,1.5,-20.1,1.5,-142.5010543823242,274.5726318359375,-102.30105438232422,274.5726318359375,-102.30105438232422,277.5726318359375,-142.5010543823242,277.5726318359375
DECORATION,-20.1,-1.5,20.1,-1.5,20.1,1.5,-20.1,1.5,-207.48169860839843,274.5726318359375,-167.28169860839844,274.5726318359375,-167.28169860839844,277.5726318359375,-207.48169860839843,277.5726318359375
DECORATION,-30,-1.5,30,-1.5,30,1.5,-30,1.5,-207.4522705078125,271.58184814453125,-147.4522705078125,271.58184814453125,-147.4522705078125,274.58184814453125,-207.4522705078125,274.58184814453125
LIGHTING,-14,-14,14,-14,14,14,-14,14,-1.298316828557354,205.7213796802301,25.298906879828507,196.96994031255593,34.05034624750267,223.5671640209418,7.453122539116803,232.31860338861594
VEGETATION,-42.45,-43,42.45,-43,42.45,43,-42.45,43,-292.312060546875,194.44728088378906,-207.412060546875,194.44728088378906,-207.412060546875,280.44728088378906,-292.312060546875,280.44728088378906
DECORATION,-6.6,-6.6,6.6,-6.6,6.6,6.6,-6.6,6.6,134.19141235351563,29.628904724121092,147.39141235351562,29.628904724121092,147.39141235351562,42.828904724121095,134.19141235351563,42.828904724121095
SEATING,-36.5,-40.5,36.5,-40.5,36.5,40.5,-36.5,40.5,200.56627909841592,-205.19405871767844,270.42907801392585,-184.02357625527284,246.93854267892783,-106.50458019833718,177.0757437634179,-127.67506266074278
DECORATION,-60,-60,60,-60,60,60,-60,60,170.8871307373047,-235.6522674560547,290.8871307373047,-235.6522674560547,290.8871307373047,-115.65226745605469,170.8871307373047,-115.65226745605469
