in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-352.74178,-343.16784,471.06662,-343.16784,471.06662,395.17135,-352.74178,395.17135,-352.74178,-343.16784,471.06662,-343.16784,471.06662,395.17135,-352.74178,395.17135
TABLE,-50,-50,50,-50,50,50,-50,50,-261.0790557861328,165.11569213867188,-161.0790557861328,165.11569213867188,-161.0790557861328,265.1156921386719,-261.0790557861328,265.1156921386719
DECORATION,-145,-100,145,-100,145,100,-145,100,-103.1756744384766,83.20239257812497,-103.17567443847652,373.202392578125,-303.1756744384765,373.202392578125,-303.1756744384766,83.20239257812503
TABLE,-75,-75,75,-75,75,75,-75,75,305.4265441894531,58.31266784667967,305.4265441894531,208.3126678466797,155.42654418945312,208.3126678466797,155.42654418945312,58.3126678466797
LIGHTING,-34.5,-39.25,34.5,-39.25,34.5,39.25,-34.5,39.25,266.9790496826172,96.30860900878908,266.9790496826172,165.30860900878906,188.4790496826172,165.30860900878906,188.4790496826172,96.30860900878905
TABLE,-50,-50,50,-50,50,50,-50,50,-261.7237548828125,225.22640991210938,-161.7237548828125,225.22640991210938,-161.7237548828125,325.2264099121094,-261.7237548828125,325.2264099121094
SOFA,-100,-51,100,-51,100,51,-100,51,-357.2317810058593,334.83502197265625,-357.23178100585943,134.83502197265625,-255.2317810058594,134.83502197265625,-255.23178100585935,334.83502197265625
DECORATION,-15,-16.95,15,-16.95,15,16.95,-15,16.95,151.9332275390625,-113.13544006347655,181.9332275390625,-113.13544006347657,181.9332275390625,-79.23544006347657,151.9332275390625,-79.23544006347656
DECORATION,-9.3,-9.2,9.3,-9.2,9.3,9.2,-9.3,9.2,471.05662841796874,-72.24037628173828,471.05662841796874,-53.64037628173828,452.65662841796876,-53.640376281738284,452.65662841796876,-72.24037628173829
SEATING,-27,-24,27,-24,27,24,-27,24,205.88938903808594,35.30266571044922,259.88938903808594,35.30266571044922,259.88938903808594,83.30266571044922,205.88938903808594,83.30266571044922
SEATING,-27,-24,27,-24,27,24,-27,24,328.4365539550781,105.43275451660158,328.4365539550781,159.43275451660156,280.4365539550781,159.43275451660156,280.4365539550781,105.43275451660155
SEATING,-27,-24,27,-24,27,24,-27,24,132.41653442382812,161.51475524902344,132.41653442382812,107.51475524902344,180.41653442382812,107.51475524902344,180.41653442382812,161.51475524902344
SEATING,-27,-24,27,-24,27,24,-27,24,258.8144073486328,231.32266235351562,204.8144073486328,231.32266235351562,204.8144073486328,183.32266235351562,258.8144073486328,183.32266235351562
DECORATION,-13.55,-19.3,13.55,-19.3,13.55,19.3,-13.55,19.3,224.31141357421876,116.4655792236328,224.31141357421876,143.5655792236328,185.71141357421874,143.56557922363282,185.71141357421874,116.46557922363282
DECORATION,-11.8,-13.5,11.8,-13.5,11.8,13.5,-11.8,13.5,222.7056762757477,152.13710021429293,246.30567627574771,152.1371002251602,246.3056762633148,179.1371002251602,222.70567626331479,179.13710021429293
SEATING,-35.85,-40.35,35.85,-40.35,35.85,40.35,-35.85,40.35,-217.56661376953124,54.453634643554686,-145.86661376953126,54.453634643554686,-145.86661376953126,135.15363464355468,-217.56661376953124,135.15363464355468
LIGHTING,-28.6,-24,28.6,-24,28.6,24,-28.6,24,-241.32396850585937,191.09803771972656,-184.12396850585938,191.09803771972656,-184.12396850585938,239.09803771972656,-241.32396850585937,239.09803771972656
DECORATION,-18.6,-1.1,18.6,-1.1,18.6,1.1,-18.6,1.1,-352.7317749023437,280.46474609375,-352.7317749023438,243.26474609375,-350.5317749023438,243.26474609375,-350.5317749023437,280.46474609375
DECORATION,-15,0,15,0,15,0,-15,0,-352.5317687988281,276.86474609375,-352.5317687988281,246.86474609375,-352.5317687988281,246.86474609375,-352.5317687988281,276.86474609375
DECORATION,-28.6,-1.1,28.6,-1.1,28.6,1.1,-28.6,1.1,-352.7417541503906,236.04755554199218,-352.74175415039065,178.8475555419922,-350.54175415039066,178.8475555419922,-350.5417541503906,236.04755554199218
DECORATION,-25,0,25,0,25,0,-25,0,-352.541748046875,232.4475555419922,-352.541748046875,182.4475555419922,-352.541748046875,182.4475555419922,-352.541748046875,232.4475555419922
RADIATOR,-49.9,-3.95,49.9,-3.95,49.9,3.95,-49.9,3.95,330.2260803222656,276.8456298828125,230.42608032226562,276.8456298828125,230.42608032226562,268.9456298828125,330.2260803222656,268.9456298828125
RADIATOR,-49.9,-3.95,49.9,-3.95,49.9,3.95,-49.9,3.95,-352.73179931640624,87.80180587768555,-352.7317993164063,-11.998194122314452,-344.83179931640626,-11.998194122314452,-344.8317993164062,87.80180587768555
