in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-204.5748,-276.89251,436.24839,-276.89251,436.24839,157.0918,-204.5748,157.0918,-204.5748,-276.89251,436.24839,-276.89251,436.24839,157.0918,-204.5748,157.0918
STORAGE_FURNITURE,-65,-20.45,65,-20.45,65,20.45,-65,20.45,436.2412902832031,38.13404083251953,436.24129028320317,168.13404083251953,395.34129028320314,168.13404083251953,395.3412902832031,38.13404083251953
STORAGE_FURNITURE,-65,-20.45,65,-20.45,65,20.45,-65,20.45,436.23839111328124,-276.88250732421875,436.2383911132813,-146.88250732421875,395.33839111328126,-146.88250732421875,395.3383911132812,-276.88250732421875
TABLE,-49,-48.75,49,-48.75,49,48.75,-49,48.75,55.349891662597656,-55.66380310058594,153.34989166259766,-55.66380310058594,153.34989166259766,41.83619689941406,55.349891662597656,41.83619689941406
STORAGE_FURNITURE,-80,-22.5,80,-22.5,80,22.5,-80,22.5,34.77448272705078,-276.8925018310547,194.77448272705078,-276.8925018310547,194.77448272705078,-231.89250183105472,34.77448272705078,-231.89250183105466
TABLE,-25,-25,25,-25,25,25,-25,25,-55.51405334472656,-188.66366577148438,-5.5140533447265625,-188.66366577148438,-5.5140533447265625,-138.66366577148438,-55.51405334472656,-138.66366577148438
DECORATION,-20.35,-4.95,20.35,-4.95,20.35,4.95,-20.35,4.95,-154.56481018066407,-260.17506103515626,-195.26481018066406,-260.17506103515626,-195.26481018066406,-270.07506103515624,-154.56481018066407,-270.07506103515624
DECORATION,-20.35,-4.95,20.35,-4.95,20.35,4.95,-20.35,4.95,257.28447875976565,-253.4443786621094,216.58447875976563,-253.4443786621094,216.58447875976563,-263.34437866210936,257.28447875976565,-263.34437866210936
DECORATION,-145,-100,145,-100,145,100,-145,100,245.45648193359375,66.0265769958496,-44.54351806640625,66.02657699584962,-44.54351806640625,-133.9734230041504,245.45648193359375,-133.9734230041504
SOFA,-99,-48.5,99,-48.5,99,48.5,-99,48.5,189.2772979736328,162.94678497314453,-8.722702026367188,162.94678497314453,-8.722702026367188,65.94678497314452,189.2772979736328,65.94678497314455
SOFA,-99,-48.5,99,-48.5,99,48.5,-99,48.5,280.51106262207037,-45.73015213012694,280.51106262207026,152.26984786987305,183.51106262207028,152.26984786987305,183.51106262207034,-45.73015213012697
SOFA,-80.75,-51.15,80.75,-51.15,80.75,51.15,-80.75,51.15,-106.70234770909377,23.214665334309913,-106.70235047205855,-138.28533466569007,-4.402350472058572,-138.2853364158529,-4.402347709093789,23.21466358414709
