in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-49.995,-115.1393,500,-115.1393,500,434.8557,-49.995,434.8557,-49.995,-115.1393,500,-115.1393,500,434.8557,-49.995,434.8557
SOFA,-99,-48.5,99,-48.5,99,48.5,-99,48.5,51.316825866699254,283.53367614746094,51.31682586669918,85.53367614746095,148.3168258666992,85.53367614746092,148.31682586669925,283.53367614746094
SOFA,-99,-48.5,99,-48.5,99,48.5,-99,48.5,151.4413604736328,-13.862449645996094,349.4413604736328,-13.862449645996094,349.4413604736328,83.1375503540039,151.4413604736328,83.1375503540039
