in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-448.34886,-440.31635,279.60531,-440.31635,279.60531,392.98624,-448.34886,392.98624,-448.34886,-440.31635,279.60531,-440.31635,279.60531,392.98624,-448.34886,392.98624
STORAGE_FURNITURE,-90,-20,90,-20,90,20,-90,20,-43.77169036865231,116.91394042968751,-43.77169036865238,296.9139404296875,-83.77169036865237,296.9139404296875,-83.77169036865232,116.91394042968749
SOFA,-163.65,-78.8,163.65,-78.8,163.65,78.8,-163.65,78.8,-448.3388488769531,377.3551849365235,-448.3388488769532,50.05518493652346,-290.73884887695317,50.0551849365234,-290.73884887695306,377.3551849365234
DECORATION,-30,-45,30,-45,30,45,-30,45,-246.4877471923828,169.75567626953125,-186.4877471923828,169.75567626953125,-186.4877471923828,259.75567626953125,-246.4877471923828,259.75567626953125
TABLE,-90,-45,90,-45,90,45,-90,45,-268.06768798828125,-121.66355895996095,-268.06768798828125,-301.66355895996094,-178.06768798828122,-301.66355895996094,-178.06768798828128,-121.66355895996092
STORAGE_FURNITURE,-75,-25.7,75,-25.7,75,25.7,-75,25.7,-448.33885498046874,-151.39724731445312,-448.3388549804688,-301.3972473144531,-396.93885498046876,-301.3972473144531,-396.9388549804687,-151.39724731445312
DECORATION,-30,-45,30,-45,30,45,-30,45,-233.9193878173828,-269.1392059326172,-173.9193878173828,-269.1392059326172,-173.9193878173828,-179.1392059326172,-233.9193878173828,-179.1392059326172
SEATING,-34.55,-29.5,34.55,-29.5,34.55,29.5,-34.55,29.5,-162.0133742063265,17.182804162451866,-108.69191675342574,61.13314176182069,-146.21825421164226,106.66086954360281,-199.539711664543,62.710531944234
TABLE,-55,-37.5,55,-37.5,55,37.5,-55,37.5,-242.15888977050778,265.51100158691406,-242.15888977050784,155.51100158691406,-167.15888977050784,155.51100158691406,-167.15888977050778,265.51100158691406
VEGETATION,-42.45,-43,42.45,-43,42.45,43,-42.45,43,-136.48711700439452,306.9862365722656,-51.58711700439453,306.9862365722656,-51.58711700439453,392.9862365722656,-136.48711700439452,392.9862365722656
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-328.177685546875,-264.81962890625,-328.177685546875,-308.91962890625,-273.077685546875,-308.91962890625,-273.077685546875,-264.81962890625
SEATING,-21.95,-24.9,21.95,-24.9,21.95,24.9,-21.95,24.9,-33.40747680664062,-231.0635040283203,-33.40747680664063,-274.9635040283203,16.392523193359366,-274.9635040283203,16.39252319335938,-231.06350402832032
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-117.89943242068219,-242.33886419525933,-117.89943232541157,-198.2388641952593,-172.99943232541156,-198.23886407622504,-172.99943242068218,-242.33886407622506
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-117.60332036013531,-305.2470215438921,-117.60332026486469,-261.14702154389215,-172.7033202648647,-261.1470214248579,-172.7033203601353,-305.24702142485785
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-117.83365178103375,-179.24200140229058,-117.83365168576313,-135.14200140229056,-172.93365168576312,-135.1420012832563,-172.93365178103375,-179.24200128325631
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-328.177685546875,-200.88444824218752,-328.177685546875,-244.9844482421875,-273.077685546875,-244.98444824218748,-273.077685546875,-200.8844482421875
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-328.177685546875,-138.86392517089845,-328.177685546875,-182.96392517089845,-273.077685546875,-182.96392517089842,-273.077685546875,-138.86392517089843
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-244.0318115234375,-381.27354125976564,-199.9318115234375,-381.27354125976564,-199.9318115234375,-326.1735412597656,-244.0318115234375,-326.1735412597656
SEATING,-22.05,-27.55,22.05,-27.55,22.05,27.55,-22.05,27.55,-198.86363525390624,-42.05355377197265,-242.96363525390626,-42.05355377197266,-242.96363525390626,-97.15355377197267,-198.86363525390624,-97.15355377197265
SEATING,-21.95,-24.9,21.95,-24.9,21.95,24.9,-21.95,24.9,-33.40747394561767,-168.83678894042967,-33.40747394561768,-212.73678894042968,16.392526054382316,-212.7367889404297,16.39252605438233,-168.8367889404297
SEATING,-21.95,-24.9,21.95,-24.9,21.95,24.9,-21.95,24.9,-33.407472038269034,-111.33079223632811,-33.40747203826905,-155.2307922363281,16.39252796173095,-155.23079223632814,16.392527961730963,-111.33079223632814
