in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,1516.62617,-331.96137,1897.62617,-331.96137,1897.62617,-45.96137,1516.62617,-45.96137,1516.62617,-331.96137,1897.62617,-331.96137,1897.62617,-45.96137,1516.62617,-45.96137
TABLE,-19,-19.5,19,-19.5,19,19.5,-19,19.5,1524.4493408203125,-330.26910400390625,1562.4493408203125,-330.26910400390625,1562.4493408203125,-291.26910400390625,1524.4493408203125,-291.26910400390625
TABLE,-19,-19.5,19,-19.5,19,19.5,-19,19.5,1712.8929443359375,-333.8585510253906,1750.8929443359375,-333.8585510253906,1750.8929443359375,-294.8585510253906,1712.8929443359375,-294.8585510253906
STORAGE_FURNITURE,-65,-30.9,65,-30.9,65,30.9,-65,30.9,1790.14697265625,-338.1496643066406,1920.14697265625,-338.14966430664066,1920.14697265625,-276.34966430664065,1790.14697265625,-276.3496643066406
