in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-359.56881,-512.43257,703.34376,-512.43257,703.34376,254.77616,-359.56881,254.77616,-359.56881,-512.43257,703.34376,-512.43257,703.34376,254.77616,-359.56881,254.77616
SOFA,-135.35,-81.25,135.35,-81.25,135.35,81.25,-135.35,81.25,408.9925598029224,80.13424334820877,157.9366900969129,-21.105276041005965,218.71032105645259,-171.81299243268143,469.7661907624621,-70.57347304346669
STORAGE_FURNITURE,-74.95,-22.45,74.95,-22.45,74.95,22.45,-74.95,22.45,339.7016331729228,-384.7448962258435,478.75108437538825,-328.7515026843445,461.97921399504594,-287.10160035618776,322.9297627925805,-343.0949938976868
TABLE,-87.5,-45,87.5,-45,87.5,45,-87.5,45,-52.02717383771102,-393.5889331966073,110.16482913969301,-327.87170432793266,76.36739715008895,-244.45867422526774,-85.82460582731508,-310.17590309394234
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,-10.72058390684811,-438.2563297060398,34.044808469819856,-420.1193606824417,12.678482642848172,-367.3833187314602,-32.086909733819795,-385.5202877550583
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,69.85024236784591,-405.60963003271445,114.71314788115174,-387.7152256306621,93.63257623566972,-334.8643079555668,48.76967072236388,-352.7587123576192
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,34.32479800931007,-199.19727007175476,-10.119765412732583,-218.1068121662643,12.156693079557114,-270.4649003384015,56.60125650159977,-251.55535824389196
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,-42.59048338648075,-230.27736483483955,-87.11868990979382,-248.98909441329326,-65.07526520971066,-301.4457186612542,-20.54705868639759,-282.73398908280046
TABLE,-55,-30,55,-30,55,30,-55,30,299.19816740769386,-230.6920346085349,399.88269162893596,-186.3904930739324,375.71821442824364,-131.4716616805276,275.03369020700154,-175.7732032151301
STORAGE_FURNITURE,-47.1,-20.45,47.1,-20.45,47.1,20.45,-47.1,20.45,415.5453231983181,82.65713574971979,450.7753281355167,-4.706968733328424,488.70730131340065,10.589286064245059,453.47729637620205,97.95339054729327
STORAGE_FURNITURE,-30.6,-9,30.6,-9,30.6,9,-30.6,9,623.2178310165292,-32.31261439714373,600.3572862860079,24.457408454919978,583.6602207412833,17.733718828296077,606.5207654718046,-39.036304023767634
STORAGE_FURNITURE,-69.6,-23.9,69.6,-23.9,69.6,23.9,-69.6,23.9,417.4264195602756,80.56276011879177,468.59254789565387,-48.892511350421074,513.0462977248807,-31.322533373186296,461.8801693895024,98.13273809602654
STORAGE_FURNITURE,-37.5,-3,37.5,-3,37.5,3,-37.5,3,424.70687516524487,59.9377008615233,452.7562421534603,-9.619707166381318,458.32083479569263,-7.375757807324078,430.2714678074772,62.181650220580536
STORAGE_FURNITURE,-29.95,-8,29.95,-8,29.95,8,-29.95,8,160.19493833351711,-12.576920314222406,137.81999340936312,42.98720335961119,122.97815736960789,37.01059035816772,145.35310229376188,-18.55353331566588
STORAGE_FURNITURE,-29.95,-8,29.95,-8,29.95,8,-29.95,8,160.21417966652493,-12.569170756727289,137.83923474237093,42.99495291710631,122.9973987026157,37.018339915662835,145.3723436267697,-18.545783758170764
STORAGE_FURNITURE,-29.95,-8,29.95,-8,29.95,8,-29.95,8,161.10989382686105,-11.874700854668397,136.73587025661294,42.841996551123465,122.1203918176702,36.331405948052186,146.4944153879183,-18.385291457739676
