in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,240.17553,378.44868,741.95192,378.44868,741.95192,1022.12302,240.17553,1022.12302,240.17553,378.44868,741.95192,378.44868,741.95192,1022.12302,240.17553,1022.12302
STORAGE_FURNITURE,-85,-21.2,85,-21.2,85,21.2,-85,21.2,551.268798828125,375.3059814453125,721.268798828125,375.30598144531245,721.268798828125,417.7059814453125,551.268798828125,417.70598144531255
STORAGE_FURNITURE,-85,-21.2,85,-21.2,85,21.2,-85,21.2,741.3269572231434,520.8978495234277,742.6523205937347,690.8926830094366,700.2536091831066,691.2232442265723,698.9282458125153,521.2284107405634
SEATING,-26.2,-26.2,26.2,-26.2,26.2,26.2,-26.2,26.2,300.92262002573955,931.0059046357479,300.90223745409577,878.6059085999583,353.30223348988545,878.5855260283146,353.32261606152923,930.9855220641042
TABLE,-30,-30,30,-30,30,30,-30,30,479.96343994140625,840.099853515625,539.9634399414062,840.099853515625,539.9634399414062,900.099853515625,479.96343994140625,900.099853515625
TABLE,-30,-30,30,-30,30,30,-30,30,304.40606689453125,650.1764526367188,364.40606689453125,650.1764526367188,364.40606689453125,710.1764526367188,304.40606689453125,710.1764526367188
TABLE,-30,-30,30,-30,30,30,-30,30,633.5673217773438,431.07623291015625,693.5673217773438,431.07623291015625,693.5673217773438,491.07623291015625,633.5673217773438,491.07623291015625
TABLE,-30,-30,30,-30,30,30,-30,30,629.1339721679688,678.3814086914062,689.1339721679688,678.3814086914062,689.1339721679688,738.3814086914062,629.1339721679688,738.3814086914062
RADIATOR,-40,-7.5,40,-7.5,40,7.5,-40,7.5,271.0835876464844,560.8040161132812,271.0835876464844,640.8040161132812,256.0835876464844,640.8040161132812,256.0835876464844,560.8040161132812
RADIATOR,-40,-7.5,40,-7.5,40,7.5,-40,7.5,730.2148993997768,948.7904610220986,730.8385998094667,1028.788029721397,715.8390556783482,1028.9049735482138,715.2153552686583,948.9074048489156
TABLE,-30,-30,30,-30,30,30,-30,30,345.8302917480469,397.40692138671875,405.8302917480469,397.40692138671875,405.8302917480469,457.40692138671875,345.8302917480469,457.40692138671875
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,455.91514892578124,750.74453125,549.5151489257812,750.74453125,549.5151489257812,834.04453125,455.91514892578124,834.04453125
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,613.7933227539063,599.6957641601563,707.3933227539062,599.6957641601563,707.3933227539062,682.9957641601562,613.7933227539063,682.9957641601562
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,378.9421813964844,797.7351440429687,285.34218139648436,797.7351440429687,285.34218139648436,714.4351440429688,378.9421813964844,714.4351440429688
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,703.85224609375,826.9231323242187,610.25224609375,826.9231323242187,610.25224609375,743.6231323242188,703.85224609375,743.6231323242188
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,547.0786376953125,508.1159790039062,547.0786376953125,414.51597900390624,630.3786376953125,414.5159790039063,630.3786376953125,508.11597900390626
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,707.8890502929687,592.1223510742187,614.2890502929688,592.1223510742187,614.2890502929688,508.8223510742188,707.8890502929687,508.8223510742188
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,363.11095581054684,902.1308715820312,363.1109558105469,808.5308715820313,446.4109558105469,808.5308715820313,446.41095581054685,902.1308715820312
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,292.604052734375,559.5151000976563,386.204052734375,559.5151000976563,386.204052734375,642.8151000976562,292.604052734375,642.8151000976562
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,511.6670244479313,486.8053146406313,441.2790386131448,548.5020848164022,386.3715497708187,485.85978545702494,456.7595356056052,424.16301528125405
SOFA,-98,-46,98,-46,98,46,-98,46,591.3438959671834,1010.7274934886428,395.88621807599077,996.1571073104119,402.7253789351604,904.4116666676072,598.183056826353,918.9820528458381
SEATING,-46.8,-41.65,46.8,-41.65,46.8,41.65,-46.8,41.65,262.5202868613281,478.0893676757812,262.52028686132815,384.48936767578124,345.82028686132816,384.4893676757813,345.8202868613281,478.08936767578126
