in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,283.73925,340.92108,938.54725,340.92108,938.54725,1072.05738,283.73925,1072.05738,283.73925,340.92108,938.54725,340.92108,938.54725,1072.05738,283.73925,1072.05738
SEATING,-42,-41,42,-41,42,41,-42,41,898.5112602444187,806.9492912719444,936.2516325061673,881.993706797316,862.9939887790188,918.8354987671181,825.2536165172702,843.7910832417465
TABLE,-87.5,-45,87.5,-45,87.5,45,-87.5,45,769.2852172851562,658.8978271484375,769.2852172851562,483.8978271484375,859.2852172851562,483.8978271484375,859.2852172851562,658.8978271484375
SEATING,-24.55,-31.4,24.55,-31.4,24.55,31.4,-24.55,31.4,922.0954313545602,598.4914997932314,922.0954377860643,647.5914997932309,859.2954377860648,647.5915080192686,859.2954313545607,598.4915080192691
SEATING,-24.55,-31.4,24.55,-31.4,24.55,31.4,-24.55,31.4,789.1176635742188,420.102197265625,838.2176635742187,420.102197265625,838.2176635742187,482.902197265625,789.1176635742188,482.902197265625
SEATING,-24.55,-31.4,24.55,-31.4,24.55,31.4,-24.55,31.4,922.0951872139352,499.3542927619813,922.0951936454393,548.4542927619809,859.2951936454398,548.4543009880186,859.2951872139357,499.3543009880191
SEATING,-24.55,-31.4,24.55,-31.4,24.55,31.4,-24.55,31.4,703.5600830078125,645.6103637695312,703.5600830078125,596.5103637695313,766.3600830078125,596.5103637695313,766.3600830078125,645.6103637695312
SEATING,-24.55,-31.4,24.55,-31.4,24.55,31.4,-24.55,31.4,703.5600830078125,553.7638671875,703.5600830078125,504.6638671875,766.3600830078125,504.6638671875,766.3600830078125,553.7638671875
STORAGE_FURNITURE,-77.6,-24,77.6,-24,77.6,24,-77.6,24,382.56647338867185,341.93109130859375,537.7664733886719,341.93109130859375,537.7664733886719,389.93109130859375,382.56647338867185,389.93109130859375
TABLE,-27,-35,27,-35,27,35,-27,35,768.0257761752573,937.7244176340643,798.4477425539635,893.1093533434811,856.2820851528677,932.5452356862482,825.8601187741615,977.1602999768314
TABLE,-27,-35,27,-35,27,35,-27,35,791.9583933627573,946.4248570871893,822.3803597414635,901.8097927966061,880.2147023403677,941.2456751393732,849.7927359616615,985.8607394299564
SOFA,-112.3,-50,112.3,-50,112.3,50,-112.3,50,635.8524780273438,605.5606567382813,635.8524780273438,830.1606567382812,535.8524780273438,830.1606567382812,535.8524780273438,605.5606567382813
TABLE,-40,-40,40,-40,40,40,-40,40,402.5427551269531,750.4804077148438,402.5427551269531,670.4804077148438,482.5427551269531,670.4804077148438,482.5427551269531,750.4804077148438
SEATING,-24.55,-31.4,24.55,-31.4,24.55,31.4,-24.55,31.4,838.7697283622705,724.1722153897296,789.6697283622706,724.1722182040204,789.6697247627295,661.3722182040204,838.7697247627294,661.3722153897296
SOFA,-112.3,-50,112.3,-50,112.3,50,-112.3,50,338.56004638671874,464.66778564453125,563.1600463867187,464.66778564453125,563.1600463867187,564.6677856445312,338.56004638671874,564.6677856445312
SEATING,-42,-41,42,-41,42,41,-42,41,499.5495910644531,976.6255493164062,415.5495910644531,976.6255493164062,415.5495910644531,894.6255493164062,499.5495910644531,894.6255493164062
STORAGE_FURNITURE,-30,-15,30,-15,30,15,-30,15,938.5372314453125,719.4844360351562,938.5372314453125,779.4844360351562,908.5372314453125,779.4844360351562,908.5372314453125,719.4844360351562
STORAGE_FURNITURE,-60,-20,60,-20,60,20,-60,20,922.4337040060414,1053.8076972825602,802.440305632662,1052.5489888939828,802.8598750955211,1012.5511894361897,922.8532734689005,1013.8098978247672
VEGETATION,-26.35,-29.55,26.35,-29.55,26.35,29.55,-26.35,29.55,938.5472534179687,734.8304809570312,938.5472534179687,787.5304809570313,879.4472534179688,787.5304809570313,879.4472534179688,734.8304809570312
DECORATION,-75,-100,75,-100,75,100,-75,100,364.4490051269531,615.282470703125,514.4490051269531,615.282470703125,514.4490051269531,815.282470703125,364.4490051269531,815.282470703125
