in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-186.00294,-42.17504,486.9415,-42.17504,486.9415,374.20373,-186.00294,374.20373,-186.00294,-42.17504,486.9415,-42.17504,486.9415,374.20373,-186.00294,374.20373
SOFA,-123.3,-125,123.3,-125,123.3,125,-123.3,125,402.35966186523433,389.7388916015625,155.75966186523436,389.7388916015625,155.7596618652344,139.7388916015625,402.3596618652344,139.7388916015625
VEGETATION,-19.1,-18.95,19.1,-18.95,19.1,18.95,-19.1,18.95,456.0396362304688,353.1537353515625,417.8396362304687,353.1537353515625,417.8396362304687,315.2537353515625,456.0396362304688,315.2537353515625
TABLE,-40,-40,40,-40,40,40,-40,40,278.5766296386719,164.7173309326172,358.5766296386719,164.7173309326172,358.5766296386719,244.7173309326172,278.5766296386719,244.7173309326172
RADIATOR,-34.8,-5.5,34.8,-5.5,34.8,5.5,-34.8,5.5,-58.64657105988234,-42.14183381071109,10.953426862383019,-42.158840299387876,10.956114669501481,-31.158840627765475,-58.64388325276388,-31.14183413908869
DECORATION,-25,-15,25,-15,25,15,-25,15,325.5909118652344,307.17596435546875,375.5909118652344,307.17596435546875,375.5909118652344,337.17596435546875,325.5909118652344,337.17596435546875
DECORATION,-25,-15,25,-15,25,15,-25,15,210.50048828125,314.1046142578125,260.50048828125,314.1046142578125,260.50048828125,344.1046142578125,210.50048828125,344.1046142578125
LIGHTING,-8.5,-12.5,8.5,-12.5,8.5,12.5,-8.5,12.5,203.42337036132812,374.1937255859375,186.42337036132812,374.1937255859375,186.42337036132812,349.1937255859375,203.42337036132812,349.1937255859375
LIGHTING,-8.5,-12.5,8.5,-12.5,8.5,12.5,-8.5,12.5,386.58526000976565,371.2937255859375,369.58526000976565,371.2937255859375,369.58526000976565,346.2937255859375,386.58526000976565,346.2937255859375
RADIATOR,-34.8,-5.5,34.8,-5.5,34.8,5.5,-34.8,5.5,486.93148803660256,68.50361938468552,486.9314880376162,138.10361938468552,475.9314880376162,138.10361938484573,475.93148803660256,68.50361938484573
DECORATION,-45.95,-1.4,45.95,-1.4,45.95,1.4,-45.95,1.4,-67.40312239010606,-42.13969541023533,24.49687486644769,-42.16215081965418,24.497559035613882,-39.36215090324123,-67.40243822093987,-39.33969549382238
DECORATION,-17.5,-7.5,17.5,-7.5,17.5,7.5,-17.5,7.5,187.27439880371094,-31.05144691467285,222.27439880371094,-31.05144691467285,222.27439880371094,-16.05144691467285,187.27439880371094,-16.05144691467285
DECORATION,-4,-4,4,-4,4,4,-4,4,362.92218011012733,-25.428857737690812,370.92218011012733,-25.42885786899864,370.92218024143517,-17.42885786899864,362.92218024143517,-17.428857737690812
DECORATION,-17.95,-5.95,17.95,-5.95,17.95,5.95,-17.95,5.95,291.87693481445314,-23.101466369628906,327.7769348144531,-23.101466369628906,327.7769348144531,-11.201466369628907,291.87693481445314,-11.201466369628907
DECORATION,-20.35,-4.95,20.35,-4.95,20.35,4.95,-20.35,4.95,-140.29219665527344,371.6437255859375,-180.99219665527343,371.6437255859375,-180.99219665527343,361.7437255859375,-140.29219665527344,361.7437255859375
DECORATION,-20.35,-4.95,20.35,-4.95,20.35,4.95,-20.35,4.95,484.3815490722656,253.98660888671876,484.3815490722656,294.6866088867188,474.48154907226564,294.6866088867188,474.48154907226564,253.98660888671876
DECORATION,-20.35,-4.95,20.35,-4.95,20.35,4.95,-20.35,4.95,83.52841033935547,364.3035400390625,124.22841033935546,364.3035400390625,124.22841033935546,374.2035400390625,83.52841033935547,374.2035400390625
VEGETATION,-24.95,-28.65,24.95,-28.65,24.95,28.65,-24.95,28.65,165.6964686373593,234.73955545225812,117.46433690015839,221.94614042399851,132.1549717923282,166.56134786805438,180.3871035295291,179.35476289631399
VEGETATION,-12.85,-18,12.85,-18,12.85,18,-12.85,18,-53.058335876464845,190.3306121826172,-27.358335876464842,190.3306121826172,-27.358335876464842,226.3306121826172,-53.058335876464845,226.3306121826172
DECORATION,-80,-115,80,-115,80,115,-80,115,174.21551513671872,298.55628967285156,174.21551513671878,138.55628967285153,404.21551513671875,138.5562896728516,404.21551513671875,298.55628967285156
STORAGE_FURNITURE,-90,-22.5,90,-22.5,90,22.5,-90,22.5,195.99810791015625,-42.66236114501953,375.99810791015625,-42.66236114501953,375.99810791015625,2.3376388549804723,195.99810791015625,2.3376388549804723
TABLE,-90.2,-45,90.2,-45,90.2,45,-90.2,45,-132.53933639526366,160.38816833496094,47.86066360473633,160.38816833496094,47.86066360473633,250.38816833496094,-132.53933639526366,250.38816833496094
SEATING,-30.5,-26,30.5,-26,30.5,26,-30.5,26,-103.1502914428711,120.81346130371094,-42.150291442871094,120.81346130371094,-42.150291442871094,172.81346130371094,-103.1502914428711,172.81346130371094
SEATING,-30.5,-26,30.5,-26,30.5,26,-30.5,26,-151.38279724121094,233.82345581054688,-151.38279724121094,172.82345581054688,-99.38279724121095,172.82345581054688,-99.38279724121092,233.82345581054688
SEATING,-30.5,-26,30.5,-26,30.5,26,-30.5,26,-49.865966796875,289.4349670410156,-110.865966796875,289.4349670410156,-110.865966796875,237.43496704101562,-49.865966796875,237.43496704101562
SEATING,-30.5,-26,30.5,-26,30.5,26,-30.5,26,24.348665237426754,289.4349670410156,-36.65133476257324,289.4349670410156,-36.65133476257324,237.43496704101562,24.34866523742676,237.43496704101562
SEATING,-30.5,-26,30.5,-26,30.5,26,-30.5,26,66.01792144775392,176.42498779296875,66.01792144775389,237.42498779296875,14.017921447753896,237.42498779296875,14.017921447753917,176.42498779296875
SEATING,-30.5,-26,30.5,-26,30.5,26,-30.5,26,-34.43244934082031,120.81346130371094,26.567550659179688,120.81346130371094,26.567550659179688,172.81346130371094,-34.43244934082031,172.81346130371094
LIGHTING,-35,-10,35,-10,35,10,-35,10,-5.7938232421875,212.6752471923828,-75.7938232421875,212.6752471923828,-75.7938232421875,192.6752471923828,-5.7938232421875,192.6752471923828
LIGHTING,-19,-19,19,-19,19,19,-19,19,301.61053466796875,185.32034301757812,339.61053466796875,185.32034301757812,339.61053466796875,223.32034301757812,301.61053466796875,223.32034301757812
