in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-208.45373,398.76595,408.64536,398.76595,408.64536,1488.87856,-208.45373,1488.87856,-208.45373,398.76595,408.64536,398.76595,408.64536,1488.87856,-208.45373,1488.87856
SEATING,-20.55,-24.9,20.55,-24.9,20.55,24.9,-20.55,24.9,-55.29594009923053,1305.9013956159856,-58.73691179724124,1264.945691327407,-9.111751856335879,1260.7763387590144,-5.670780158325165,1301.732043047593
SEATING,-20.55,-24.9,20.55,-24.9,20.55,24.9,-20.55,24.9,134.12120070339392,1166.3454138941577,135.60382933990456,1207.4186632460924,85.83624253391076,1209.2151329808423,84.35361389740014,1168.1418836289076
SEATING,-20.55,-24.9,20.55,-24.9,20.55,24.9,-20.55,24.9,140.41751583136198,1059.5341748217143,143.93948888877233,1100.482992946086,94.32267276727082,1104.7504931470357,90.80069970986047,1063.801675022664
SEATING,-20.55,-24.9,20.55,-24.9,20.55,24.9,-20.55,24.9,-48.33232587673796,1112.5933017059504,-42.8775913427017,1071.8568822368416,6.481865824247727,1078.4662686065496,1.0271312902114644,1119.2026880756584
SEATING,-20.55,-24.9,20.55,-24.9,20.55,24.9,-20.55,24.9,-53.78840687256685,1198.4263426292152,-53.78840663451322,1157.3263426292153,-3.988406634513222,1157.3263429176598,-3.988406872566859,1198.4263429176597
SEATING,-20.55,-24.9,20.55,-24.9,20.55,24.9,-20.55,24.9,138.97362365722657,1259.695849609375,138.97362365722654,1300.795849609375,89.17362365722656,1300.795849609375,89.17362365722657,1259.695849609375
DECORATION,-85,-60,85,-60,85,60,-85,60,-141.3229866027832,742.5905151367188,28.677013397216797,742.5905151367188,28.677013397216797,862.5905151367188,-141.3229866027832,862.5905151367188
DECORATION,-36.05,-1.05,36.05,-1.05,36.05,1.05,-36.05,1.05,-208.44373779296873,1237.65205078125,-208.44373779296876,1165.55205078125,-206.34373779296877,1165.55205078125,-206.34373779296874,1237.65205078125
LIGHTING,-30,-9.05,30,-9.05,30,9.05,-30,9.05,45.14315872192384,1155.0220947265625,45.14315872192382,1215.0220947265625,27.043158721923817,1215.0220947265625,27.043158721923838,1155.0220947265625
