in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-405.09724,-72,72.83204,-72,72.83204,214,-405.09724,214,-405.09724,-72,72.83204,-72,72.83204,214,-405.09724,214
TABLE,-58.85,-25.3,58.85,-25.3,58.85,25.3,-58.85,25.3,-383.6289306640625,-79.10661392211914,-265.9289306640625,-79.10661392211914,-265.9289306640625,-28.50661392211914,-383.6289306640625,-28.50661392211914
SOFA,-91,-45,91,-45,91,45,-91,45,-221.3697509765625,225.8975067138672,-403.3697509765625,225.8975067138672,-403.3697509765625,135.8975067138672,-221.3697509765625,135.8975067138672
DECORATION,-60,-80,60,-80,60,80,-60,80,-389.63116455078125,107.40650939941409,-389.63116455078125,-12.593490600585909,-229.63116455078128,-12.593490600585966,-229.63116455078122,107.40650939941403
TABLE,-30,-30,30,-30,30,30,-30,30,-344.41485595703125,22.534603118896484,-284.41485595703125,22.534603118896484,-284.41485595703125,82.53460311889648,-344.41485595703125,82.53460311889648
TABLE,-70.3,-35,70.3,-35,70.3,35,-70.3,35,-114.9327896118164,-0.9286575317382812,25.66721038818359,-0.9286575317382812,25.66721038818359,69.07134246826172,-114.9327896118164,69.07134246826172
SEATING,-48.35,-27.65,48.35,-27.65,48.35,27.65,-48.35,27.65,-71.03970870971679,-27.39030166864395,25.660291290283205,-27.39030166864395,25.660291290283205,27.909698331356047,-71.03970870971679,27.909698331356047
SEATING,-48.35,-27.65,48.35,-27.65,48.35,27.65,-48.35,27.65,-121.71415100097656,-27.649987199902533,-25.01415100097656,-27.649987199902533,-25.01415100097656,27.650012800097464,-121.71415100097656,27.650012800097464
SEATING,-48.35,-27.65,48.35,-27.65,48.35,27.65,-48.35,27.65,-23.354872381457852,90.76211820468762,-120.05487238145786,90.76211732998034,-120.05487188123746,35.462117329980344,-23.354871881237457,35.46211820468763
SEATING,-48.35,-27.65,48.35,-27.65,48.35,27.65,-48.35,27.65,27.319611871471835,91.02179227695325,-69.38038812852817,91.02179140224597,-69.38038762830777,35.72179140224597,27.31961237169223,35.72179227695325
SEATING,-30.2,-28.85,30.2,-28.85,30.2,28.85,-30.2,28.85,-230.32768498185033,-58.579255554062556,-178.55563897477444,-27.46952633246341,-208.27470149275905,21.988206359726618,-260.0467474998349,-9.121522861872528
