in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-506.63933,-576.97143,-8.37215,-576.97143,-8.37215,128.99124,-506.63933,128.99124,-506.63933,-576.97143,-8.37215,-576.97143,-8.37215,128.99124,-506.63933,128.99124
RADIATOR,-50.45,-7.5,50.45,-7.5,50.45,7.5,-50.45,7.5,-356.58937377929686,-571.4362182617188,-255.6893737792969,-571.4362182617188,-255.6893737792969,-556.4362182617188,-356.58937377929686,-556.4362182617188
SOFA,-95,-49.5,95,-49.5,95,49.5,-95,49.5,-119.92567443847656,-251.33071899414062,-309.92567443847656,-251.33071899414062,-309.92567443847656,-350.3307189941406,-119.92567443847656,-350.3307189941406
SOFA,-95,-49.5,95,-49.5,95,49.5,-95,49.5,-12.873352050781193,-550.8290710449219,-12.873352050781307,-360.8290710449219,-111.8733520507813,-360.8290710449219,-111.8733520507812,-550.8290710449219
STORAGE_FURNITURE,-75,-22.55,75,-22.55,75,22.55,-75,22.55,-506.63932495117183,-426.96142578125,-506.6393249511719,-576.96142578125,-461.5393249511719,-576.96142578125,-461.53932495117186,-426.96142578125
TABLE,-90,-45,90,-45,90,45,-90,45,-192.3134765625,-31.60057067871095,-372.3134765625,-31.600570678710923,-372.3134765625,-121.60057067871092,-192.3134765625,-121.60057067871095
STORAGE_FURNITURE,-50,-20,50,-20,50,20,-50,20,-7.854122161865234,128.98846435546875,-107.85412216186523,128.98846435546875,-107.85412216186523,88.98846435546875,-7.854122161865234,88.98846435546875
TABLE,-50,-50,50,-50,50,50,-50,50,-287.18482971191406,-513.1751098632812,-187.18482971191406,-513.1751098632812,-187.18482971191406,-413.17510986328125,-287.18482971191406,-413.17510986328125
RADIATOR,-17.05,-5,17.05,-5,17.05,5,-17.05,5,-427.4347412109375,128.9812469482422,-461.5347412109375,128.9812469482422,-461.5347412109375,118.98124694824219,-427.4347412109375,118.98124694824219
RADIATOR,-17.05,-5,17.05,-5,17.05,5,-17.05,5,-122.43846435546875,128.98846435546875,-156.53846435546876,128.98846435546875,-156.53846435546876,118.98846435546875,-122.43846435546875,118.98846435546875
