in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,-632.37415,-400,-29.7585,-400,-29.7585,183.91156,-632.37415,183.91156,-632.37415,-400,-29.7585,-400,-29.7585,183.91156,-632.37415,183.91156
SOFA,-100,-51,100,-51,100,51,-100,51,-29.7685089111328,-350.6374816894531,-29.768508911132827,-150.63748168945312,-131.7685089111328,-150.63748168945312,-131.7685089111328,-350.6374816894531
TABLE,-58.85,-25.3,58.85,-25.3,58.85,25.3,-58.85,25.3,-373.91517333984376,-192.25192871093748,-373.91517333984376,-309.9519287109375,-323.31517333984374,-309.9519287109375,-323.31517333984374,-192.2519287109375
DECORATION,-75,-100,75,-100,75,100,-75,100,-281.77850341796875,-348.1748504638672,-131.77850341796875,-348.1748504638672,-131.77850341796875,-148.1748504638672,-281.77850341796875,-148.1748504638672
VEGETATION,-42.45,-43,42.45,-43,42.45,43,-42.45,43,-391.81256103515625,-110.71412353515626,-391.81256103515625,-195.61412353515627,-305.81256103515625,-195.61412353515624,-305.81256103515625,-110.71412353515623
STORAGE_FURNITURE,-50,-17.5,50,-17.5,50,17.5,-50,17.5,-29.768508911132805,-13.109756469726562,-29.76850891113282,86.89024353027344,-64.76850891113281,86.89024353027344,-64.76850891113281,-13.109756469726562
TABLE,-45,-27.5,45,-27.5,45,27.5,-45,27.5,-233.763916015625,-211.0574951171875,-233.763916015625,-301.0574951171875,-178.763916015625,-301.0574951171875,-178.763916015625,-211.0574951171875
TABLE,-62.5,-37.5,62.5,-37.5,62.5,37.5,-62.5,37.5,-277.7740783691406,-98.54735946655273,-152.77407836914062,-98.54735946655273,-152.77407836914062,-23.547359466552734,-277.7740783691406,-23.547359466552734
SEATING,-24.15,-28.45,24.15,-28.45,24.15,28.45,-24.15,28.45,-95.86407928466797,-88.8451446533203,-95.86407928466798,-40.54514465332031,-152.76407928466796,-40.54514465332032,-152.76407928466796,-88.84514465332032
STORAGE_FURNITURE,-44,-17.5,44,-17.5,44,17.5,-44,17.5,-385.4151611328125,-310.8174743652344,-385.4151611328125,-398.8174743652344,-350.4151611328125,-398.8174743652344,-350.4151611328125,-310.8174743652344
